Date;sku;name;umb;Cantidad
2018-11-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-11-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-11-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2018-11-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-11-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-11-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;264
2018-11-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-11-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-11-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-11-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2018-11-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-11-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-11-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;122
2018-11-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;168
2018-11-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;46
2018-11-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-11-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-11-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;216
2018-11-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2018-11-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-11-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;264
2018-11-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;396
2018-11-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2018-11-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;600
2018-12-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;336
2018-12-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;336
2018-12-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;360
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;408
2018-12-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2018-12-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;264
2018-12-10;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-10;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2018-12-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-12-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;10
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;38
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;600
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2018-12-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-12-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2018-12-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-120
2018-12-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2018-12-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2018-12-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-120
2018-12-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-01-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-01-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-01-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;300
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-01-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-01-10;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;528
2019-01-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-01-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-01-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-01-17;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-01-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-01-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;384
2019-01-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;119
2019-01-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;121
2019-01-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-01-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-01-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;360
2019-02-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-02-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-24
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;168
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-02-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-02-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-02-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-02-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-02-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;8
2019-02-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-02-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2019-02-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-02-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-02-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-1
2019-02-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1
2019-02-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-02-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-02-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-02-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;3
2019-02-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;696
2019-02-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-02-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-02-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-02-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-02-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-72
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-192
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-360
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;360
2019-02-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-03-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;360
2019-03-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;720
2019-03-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;168
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;216
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;720
2019-03-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-03-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;288
2019-03-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;216
2019-03-11;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-03-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-03-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-03-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-03-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-03-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-03-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-03-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-03-18;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-03-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-03-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;158
2019-03-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;58
2019-03-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-03-21;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;288
2019-03-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-03-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-03-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-96
2019-03-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-1200
2019-03-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1
2019-03-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1200
2019-03-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1200
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;456
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-04-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;127
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;168
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;17
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2019-04-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-04-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-04-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;288
2019-04-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-10;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-04-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;312
2019-04-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-04-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-04-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-04-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-04-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-04-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-25;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-04-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-120
2019-04-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-04-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-04-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;392
2019-04-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;808
2019-05-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-05-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-05-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-05-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;600
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;168
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;264
2019-05-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-07;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-05-10;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-05-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-13;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;480
2019-05-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-480
2019-05-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;190
2019-05-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-05-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-190
2019-05-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-15;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-05-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;264
2019-05-17;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;2016
2019-05-17;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;31
2019-05-17;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;89
2019-05-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-05-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-05-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-05-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-05-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-06-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-06-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-06-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-06-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;456
2019-06-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-06-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-06-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-06-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-24
2019-06-28;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;624
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-07-19;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-07-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-23;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-24;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-26;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-07-30;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-07-31;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-96
2019-07-31;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-624
2019-07-31;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;624
2019-07-31;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-08-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;624
2019-08-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-08-01;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-08-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-72
2019-08-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-08-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-72
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;408
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;528
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-08-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-08-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1200
2019-08-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-08;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;206
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;384
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;82
2019-08-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-08-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-12;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-14;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-08-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-16;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-08-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-20;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;192
2019-08-22;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-08-27;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-08-29;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-09-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;1200
2019-09-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-09-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-09-02;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-09-03;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;-240
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;120
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;144
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;216
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;240
2019-09-04;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;288
2019-09-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-09-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;72
2019-09-05;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-09-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
2019-09-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;48
2019-09-06;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;96
2019-09-09;17630;Traucet acetaminofen 1g/ 100mL PP Foil;UN;24
